ticker,close,open,high,low,volume,change_%,value_traded,rvol,atr,perf_1m,perf_3m,volatility,tarih,z_vol,z_range,z_lambda,z_flow,shock_count,is_fresh_shock,shock_score,regime,score_diff
TABGD,242.4,247.6,247.9,240.1,691775.0,-2.1396851029471065,167686260.0,1.3467579203733213,1.0,2.0631578947368445,-12.25339366515837,3.248646397334449,2026-08-31,0.76,6.0,0.24,0.0,1,False,0.0,NÖTR REJİM,0.0
DAGI,10.2,11.04,11.04,9.9,15566447.0,-7.27272727272728,158777759.39999998,2.095031005326261,1.0,12.831858407079649,43.86459802538786,11.515151515151503,2026-08-31,2.41,0.35,0.75,0.0,1,True,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
PATEK,20.78,21.66,21.72,20.62,7441828.0,-3.617810760667892,154641185.84,0.35426445988542765,1.0,10.531914893617024,-17.86561264822134,5.33462657613966,2026-08-31,-1.42,0.25,0.42,0.0,0,False,0.0,NÖTR REJİM,0.0
ARMGD,187.2,200.5,205.7,184.4,825779.0,-6.400000000000006,154585828.79999998,0.8753453424835996,1.0,-7.326732673267332,49.75999999999999,11.550976138828624,2026-08-31,-0.27,6.0,0.69,0.0,1,True,0.0,NÖTR REJİM,0.0
DOAS,164.2,166.4,166.8,163.4,933100.0,-1.3221153846153948,153215020.0,0.9781035211097822,1.0,-10.273224043715853,-11.243243243243247,2.0807833537331737,2026-08-31,-0.05,6.0,0.17,0.0,1,False,0.0,NÖTR REJİM,0.0
BERA,13.57,13.7,14.37,13.47,11215929.0,-0.6588579795021952,152200156.53,1.3529508834465724,1.0,6.934594168636729,-21.012805587892895,6.681514476614688,2026-08-31,0.78,-0.25,0.08,0.0,0,False,0.0,NÖTR REJİM,0.0
AKENR,10.67,10.78,11.09,10.45,14259084.0,-1.2950971322849265,152144426.28,0.9293253263011554,1.0,9.211873080859778,-23.182145428365732,6.124401913875604,2026-08-31,-0.16,-0.9,0.16,0.0,0,False,0.0,NÖTR REJİM,0.0
ARCLK,91.05,93.0,93.0,90.5,1636427.0,-2.1493820526598606,148996678.35,1.0716141980120981,1.0,-6.230690010298659,-12.619961612284072,2.8176795580110467,2026-08-31,0.16,3.75,0.27,0.0,1,False,0.0,NÖTR REJİM,0.0
SAYAS,58.2,59.65,59.8,57.4,2542870.0,-2.430846605196975,147995034.0,0.7817624766124092,1.0,28.932210899424017,2.015775635407547,4.181184668989545,2026-08-31,-0.48,3.5,0.3,0.0,1,False,0.0,NÖTR REJİM,0.0
UCAYM,23.94,26.04,26.2,23.4,6167032.0,-7.923076923076919,147638746.08,0.9148496837969836,1.0,-6.04395604395604,-40.269461077844305,11.96581196581197,2026-08-31,-0.19,4.5,0.86,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
ZGYO,26.58,28.5,30.62,26.58,5493440.0,-9.95934959349594,146015635.2,0.5282582903632567,1.0,-26.16666666666667,-29.120000000000005,15.199398043641848,2026-08-31,-1.04,6.0,1.04,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
MAVI,37.0,38.26,38.32,36.88,3918345.0,-3.2932566649241974,144978765.0,0.9578193503002358,1.0,-5.273937532002054,-10.800385728061709,3.9045553145336163,2026-08-31,-0.09,1.1,0.41,0.0,0,False,0.0,NÖTR REJİM,0.0
ENSRI,5.11,5.44,5.45,5.08,27265043.0,-7.594936708860758,139324369.73000002,0.9457047890505172,1.0,-7.761732851985554,-50.291828793774314,8.858267716535435,2026-08-31,-0.12,-1.57,0.87,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
GENKM,9.95,10.57,10.59,9.88,13975223.0,-5.8656575212866695,139053468.85,1.30353261869732,1.0,-4.418828049951977,-29.781227946365565,7.186234817813756,2026-08-31,0.67,-0.73,0.7,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
QUAGR,3.22,3.4,3.41,3.18,42918258.0,-5.014749262536871,138196790.76000002,0.8737233911342527,1.0,-4.451038575667653,-20.297029702970292,7.232704402515723,2026-08-31,-0.28,-1.93,0.62,0.0,0,False,0.0,NÖTR REJİM,0.0
IZMDC,12.57,13.95,13.95,12.56,10508785.0,-9.892473118279563,132095427.45,1.128439994982312,1.0,12.43291592128802,52.91970802919707,11.06687898089171,2026-08-31,0.28,0.97,1.12,0.0,0,True,0.0,NÖTR REJİM,0.0
TUKAS,2.02,2.06,2.06,2.01,65248220.0,-1.9417475728155356,131801404.4,1.1748865511651996,1.0,2.020202020202022,-16.8724279835391,2.48756218905474,2026-08-31,0.38,-2.0,0.27,0.0,0,False,0.0,NÖTR REJİM,0.0
DOHOL,22.14,22.6,22.62,21.86,5931467.0,-2.29479258605472,131322679.38000001,0.4968390340963263,1.0,4.1392285983066746,-1.8617021276595664,3.6596523330283657,2026-08-31,-1.11,-0.6,0.32,0.0,0,True,0.0,NÖTR REJİM,0.0
AKFYE,22.68,23.6,23.82,22.62,5632994.0,-3.8167938931297654,127756303.92,0.7401550632421983,1.0,-5.813953488372087,3.6563071297989067,5.305039787798405,2026-08-31,-0.57,0.5,0.52,0.0,0,True,0.0,NÖTR REJİM,0.0
MAALT,1020.0,1154.0,1154.0,1018.0,124969.0,-7.2727272727272725,127468380.0,3.9808933429323208,1.0,1.694915254237288,-19.874312647289866,13.359528487229863,2026-08-31,6.0,6.0,0.9,0.0,2,False,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
ALGYO,3.69,3.89,3.89,3.68,33183514.0,-4.155844155844159,122447166.66,1.2827636905234407,1.0,10.14925373134328,-50.13513513513514,5.706521739130434,2026-08-31,0.62,-1.98,0.58,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
TKNSA,17.96,19.05,19.56,17.93,6584556.0,-5.4736842105263115,118258625.76,0.4141002798141946,1.0,13.09823677581864,-13.236714975845404,9.090909090909085,2026-08-31,-1.29,1.57,0.76,0.0,1,False,0.0,NÖTR REJİM,0.0
GZNMI,57.2,60.0,60.15,56.85,2061297.0,-5.2195526097763025,117906188.4,0.9812820170918418,1.0,-7.964601769911497,-19.20903954802259,6.156552330694811,2026-08-31,-0.04,5.75,0.73,0.0,1,False,0.0,NÖTR REJİM,0.0
TRGYO,96.45,97.0,97.75,95.5,1216734.0,-0.5670103092783475,117353994.3,0.7023237278465684,1.0,3.5982814178302993,3.7096774193548416,2.356020942408377,2026-08-31,-0.65,3.12,0.09,0.0,1,True,0.0,NÖTR REJİM,0.0
MOPAS,25.94,28.24,28.32,25.52,4519652.0,-8.014184397163113,117239772.88000001,1.9434872940325356,1.0,-11.285909712722288,-36.9470102090423,10.971786833855802,2026-08-31,2.08,4.5,1.04,0.0,2,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
SOKE,12.78,14.0,14.0,12.78,9080714.0,-10.0,116051524.91999999,3.6112996156733987,1.0,-22.59236826165961,-30.918918918918926,11.111111111111112,2026-08-31,5.74,0.55,1.24,0.0,2,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
KLRHO,65.4,65.85,65.95,64.7,1758129.0,-0.6079027355622971,114981636.60000001,0.36733054736969073,1.0,-15.064935064935058,-34.33734939759035,1.9319938176197835,2026-08-31,-1.39,0.62,0.1,0.26,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
KGYO,13.1,13.3,13.31,12.79,12878348.0,-1.355421686746986,168706358.79999998,0.4399222770778353,1.0,30.478087649402397,6.590724165988614,4.065676309616899,2026-08-31,-1.23,-1.2,0.15,0.42,0,False,0.0,NÖTR REJİM,0.0
ENKAI,88.45,89.55,89.8,86.8,16438967.0,-0.6179775280898845,1454026631.15,0.7144346883696493,1.0,3.510825043885313,-10.203045685279186,3.456221198156682,2026-08-31,-0.63,5.0,0.01,0.22,1,False,0.0,NÖTR REJİM,0.0
ESCAR,43.3,46.0,46.32,42.14,2610277.0,-6.761412575366066,113024994.1,0.8278243924889481,1.0,-7.320205479452059,-10.240464344941966,10.204081632653054,2026-08-31,-0.38,6.0,0.94,0.0,1,False,0.0,NÖTR REJİM,0.0
SSAAT,35.18,37.08,37.08,35.1,3236940.0,-5.124056094929878,113875549.2,0.5347402676086815,1.0,-1.7318435754189874,-34.851851851851855,5.641025641025632,2026-08-31,-1.02,2.45,0.74,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
KORDS,84.55,88.3,88.35,84.45,1286753.0,-4.246885617214043,108794966.14999999,0.40878644667764535,1.0,22.447501810282404,8.745980707395496,4.618117229129652,2026-08-31,-1.3,6.0,0.66,0.0,1,False,0.0,NÖTR REJİM,0.0
ADESE,0.85,0.88,0.89,0.85,129976801.0,-2.2988505747126458,110480280.85,0.9420614601280934,1.0,1.1904761904761916,-18.269230769230777,4.705882352941181,2026-08-31,-0.13,-2.0,0.38,0.0,0,False,0.0,NÖTR REJİM,0.0
GLYHO,16.72,16.81,18.64,16.63,6346111.0,-1.3569321533923329,106106975.91999999,2.0959824260265125,1.0,4.304429195258875,5.755850727387719,12.086590499098026,2026-08-31,2.41,2.53,0.24,0.0,2,True,0.0,NÖTR REJİM,0.0
SEGMN,47.8,51.05,53.9,46.76,2213769.0,-7.98845043310877,105818158.19999999,1.8050437401864965,1.0,4.0940766550522545,-22.14983713355049,15.269461077844312,2026-08-31,1.77,6.0,1.12,0.0,2,False,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
TRENJ,106.9,107.4,108.1,106.0,970535.0,-1.2927054478300937,103750191.5,0.3344987117008075,1.0,14.392723381487428,22.87356321839081,2.1698113207547145,2026-08-31,-1.46,2.75,0.23,0.0,1,True,0.0,NÖTR REJİM,0.0
ADEL,34.18,35.98,36.4,34.0,3211949.0,-3.555304740406315,109784416.82,0.4336478955126353,1.0,20.09838369641602,3.764420157862787,7.058823529411761,2026-08-31,-1.25,3.5,0.56,0.0,1,True,0.0,NÖTR REJİM,0.0
OZSUB,43.76,44.7,44.74,43.5,2317132.0,-1.8834080717488866,101397696.32,0.6139369797929002,1.0,34.97840838988277,45.285524568393086,2.8505747126436827,2026-08-31,-0.85,0.6,0.34,0.0,0,False,0.0,NÖTR REJİM,0.0
KLYPV,61.95,63.3,63.3,61.1,1615789.0,-1.9778481012658227,100098128.55000001,0.41886904070611464,1.0,6.810344827586212,-1.9002375296912046,3.600654664484445,2026-08-31,-1.28,3.0,0.36,0.0,1,True,0.0,NÖTR REJİM,0.0
A1CAP,8.04,8.67,8.67,8.0,12321629.0,-6.94444444444446,99065897.16,1.8352344190839742,1.0,-6.728538283062647,-21.33072407045011,8.375,2026-08-31,1.84,-0.83,1.06,0.0,1,False,0.0,🚨 KURUMSAL BOŞALTIM (DUMP),0.0
BULGS,32.06,32.5,32.54,30.42,3056712.0,-0.8658008658008692,97998186.72000001,1.4972788544174256,1.0,-17.1147880041365,-20.956607495069033,6.969099276791575,2026-08-31,1.09,2.8,0.17,1.2,1,False,0.0,NÖTR REJİM,0.0
AGROT,2.05,2.09,2.1,2.03,47514173.0,-1.4423076923077043,97404054.64999999,0.23098611652000253,1.0,-13.502109704641361,-30.74324324324325,3.44827586206898,2026-08-31,-1.69,-2.0,0.28,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
NIBAS,4.14,4.41,4.47,4.02,23489788.0,-5.909090909090924,97247722.32,0.7541689383976923,1.0,11.891891891891877,-16.867469879518087,11.194029850746274,2026-08-31,-0.54,-1.37,0.95,0.0,0,False,0.0,NÖTR REJİM,0.0
BRYAT,1681.0,1703.0,1717.0,1670.0,57605.0,-1.5231400117164615,96834005.0,0.6901463798015522,1.0,0.05952380952380952,-17.919921875,2.81437125748503,2026-08-31,-0.68,6.0,0.29,0.0,1,False,0.0,NÖTR REJİM,0.0
AGESA,261.25,261.0,266.25,257.25,409945.0,-0.2862595419847328,107098131.25,1.6351649105564454,1.0,9.815048339638501,13.83442265795207,3.498542274052478,2026-08-31,1.4,6.0,0.05,0.05,1,True,0.0,NÖTR REJİM,0.0
SARKY,25.22,26.06,26.14,25.18,3836667.0,-3.074558032282862,96760741.74,0.4697590629646995,1.0,7.319148936170208,-14.50847457627119,3.8125496425734746,2026-08-31,-1.17,-0.1,0.55,0.0,0,False,0.0,NÖTR REJİM,0.0
SURGY,31.5,33.2,33.4,31.26,3064238.0,-5.120481927710852,96523497.0,0.31306818061654257,1.0,-53.608247422680414,-53.6764705882353,6.845809341010867,2026-08-31,-1.51,2.85,0.85,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
NETAS,91.45,93.5,94.2,90.5,1046124.0,-1.0281385281385311,95668039.8,0.2729437968624629,1.0,45.85326953748006,33.5036496350365,4.088397790055252,2026-08-31,-1.6,6.0,0.2,0.0,1,False,0.0,NÖTR REJİM,0.0
BLCYT,21.62,22.66,22.88,20.7,4438921.0,-4.505300353356889,95969472.02000001,1.206137613430983,1.0,11.328527291452108,-41.88172043010753,10.531400966183574,2026-08-31,0.45,2.95,0.77,0.0,1,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
CRDFA,25.12,23.5,26.86,23.5,3714885.0,-3.754789272030653,93317911.2,2.684465525156605,1.0,-41.44522144522144,-30.87506879471657,14.29787234042553,2026-08-31,3.71,5.9,0.68,0.87,2,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
OTKAR,318.25,332.75,332.75,316.25,291161.0,-4.069329314242653,92661988.25,0.48642423946772184,1.0,2.661290322580645,-14.333781965006729,5.217391304347826,2026-08-31,-1.13,6.0,0.73,0.0,1,False,0.0,NÖTR REJİM,0.0
LMKDC,23.48,24.38,24.4,23.18,3920154.0,-3.6915504511894937,92045215.92,0.8812626000707996,1.0,2.982456140350876,-32.91428571428571,5.263157894736837,2026-08-31,-0.26,0.55,0.67,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
ANSGR,27.24,27.5,27.5,26.94,3443823.0,-0.9454545454545511,93809738.52,0.7443146320001596,1.0,0.8888888888888831,-0.9454545454545511,2.0786933927245683,2026-08-31,-0.56,-1.1,0.19,0.16,0,True,0.0,NÖTR REJİM,0.0
FZLGY,9.45,9.95,9.95,9.38,9708138.0,-4.15821501014199,91741904.1,0.4747480467535089,1.0,-14.864864864864868,-32.50000000000001,6.076759061833672,2026-08-31,-1.16,-1.08,0.75,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
GOKNR,17.64,18.1,18.16,17.5,5159079.0,-2.2172949002217215,91006153.56,0.44974314558877165,1.0,-22.9020979020979,-27.941176470588236,3.7714285714285722,2026-08-31,-1.21,-0.85,0.44,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
FONET,5.02,5.18,5.18,4.98,17361278.0,-3.0888030888030915,87153615.55999999,0.7198067623636794,1.0,0.3999999999999915,-11.307420494699656,4.0160642570280976,2026-08-31,-0.62,-2.0,0.61,0.0,0,False,0.0,NÖTR REJİM,0.0
HRKET,93.3,97.5,99.0,91.55,930669.0,-4.06169665809769,86831417.7,0.5619490517978862,1.0,-1.8927444794952653,-6.700000000000002,8.137629710540692,2026-08-31,-0.96,6.0,0.77,0.0,1,True,0.0,NÖTR REJİM,0.0
CWENE,37.72,39.3,40.44,36.44,128719075.0,-4.987405541561722,4855283509.0,1.5916043754601872,1.0,3.911845730027553,-9.760765550239231,10.976948408342482,2026-08-31,1.3,6.0,0.02,0.0,1,True,0.0,NÖTR REJİM,0.0
GARAN,130.9,133.9,134.0,130.0,33872569.0,-2.1674140508221265,4433919282.1,0.9532868606853426,1.0,5.820533548908652,5.309734513274344,3.076923076923077,2026-08-31,-0.1,6.0,0.01,0.0,1,True,0.0,NÖTR REJİM,0.0
SAHOL,93.6,93.45,95.1,92.5,44974863.0,-0.05339028296851187,4209647176.7999997,1.2452922962304076,1.0,12.975256487628245,1.9607843137254872,2.8108108108108047,2026-08-31,0.54,4.0,0.0,0.1,1,True,0.0,NÖTR REJİM,0.0
GWIND,22.8,23.46,23.48,22.6,4500511.0,-2.8132992327365733,102611650.8,1.2313572812792086,1.0,-6.480721903199337,-15.867158671586717,3.8938053097345087,2026-08-31,0.51,-0.3,0.48,0.0,0,False,0.0,NÖTR REJİM,0.0
BIMAS,405.0,415.75,417.0,401.5,8767275.0,-2.527075812274368,3550746375.0,0.8265533478433348,1.0,5.400130123617436,8.288770053475936,3.8605230386052303,2026-08-31,-0.38,6.0,0.01,0.0,1,True,0.0,NÖTR REJİM,0.0
SASA,2.36,2.4,2.4,2.33,1480585009.0,-1.255230125523023,3494180621.24,0.6418707734984384,1.0,-5.22088353413656,-14.181818181818187,3.0042918454935554,2026-08-31,-0.79,-2.0,0.01,0.0,0,False,0.0,NÖTR REJİM,0.0
TRALT,52.75,52.6,53.4,52.3,47567110.0,-2.224281742354037,2509165052.5,0.41408414700733764,1.0,15.527814279456864,18.80630630630631,3.1548757170172195,2026-08-31,-1.29,0.25,0.02,0.25,0,True,0.0,NÖTR REJİM,0.0
PASEU,241.2,263.5,267.0,241.2,11733291.0,-10.000000000000005,2830069789.2,0.9048021733776201,1.0,61.33779264214046,118.47826086956519,11.111111111111116,2026-08-31,-0.21,6.0,0.07,0.0,1,False,0.0,NÖTR REJİM,0.0
FROTO,77.4,78.4,78.7,76.35,29023708.0,-1.2755102040816324,2246434999.2000003,1.5335367287194686,1.0,0.6501950585175552,-11.034482758620683,3.0779305828421855,2026-08-31,1.17,3.38,0.01,0.0,1,False,0.0,NÖTR REJİM,0.0
AAGYO,12.44,13.04,13.04,12.4,6890235.0,-4.23402617397999,85714523.39999999,0.8500085170662566,1.0,-2.7365129007036724,-30.927262631871194,5.161290322580635,2026-08-31,-0.33,-0.9,0.8,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
HDFGS,2.43,2.53,2.53,2.4,34446113.0,-3.571428571428566,83704054.59,0.8072251007347269,1.0,-5.44747081712061,-15.624999999999991,5.4166666666666625,2026-08-31,-0.42,-2.0,0.71,0.0,0,False,0.0,NÖTR REJİM,0.0
EKGYO,20.06,20.7,20.88,19.92,125031506.0,-2.7158098933074792,2508132010.3599997,0.9449105317557702,1.0,12.192393736017896,3.402061855670104,4.819277108433721,2026-08-31,-0.12,-0.1,0.02,0.0,0,True,0.0,NÖTR REJİM,0.0
ECZYT,320.75,324.5,326.0,319.0,255075.0,-0.6196746707978312,81815306.25,0.7702295666090423,1.0,6.916666666666667,-11.578221915920055,2.19435736677116,2026-08-31,-0.51,6.0,0.15,0.0,1,False,0.0,NÖTR REJİM,0.0
CGCAM,34.96,36.98,37.0,34.4,2311498.0,-5.411255411255411,80809970.08,0.9975039292799094,1.0,-9.896907216494837,-16.76190476190476,7.558139534883725,2026-08-31,-0.01,4.0,1.03,0.0,1,False,0.0,NÖTR REJİM,0.0
ISDMR,53.4,54.55,55.2,53.25,1509408.0,-2.10815765352887,80602387.2,0.9073181305354213,1.0,-2.9972752043596707,-18.411000763941946,3.661971830985921,2026-08-31,-0.2,2.38,0.46,0.0,1,False,0.0,NÖTR REJİM,0.0
ADGYO,58.0,60.55,60.8,55.2,1383608.0,-4.211395540875305,80249264.0,1.1677106740932952,1.0,20.082815734989655,3.8495971351835245,10.144927536231874,2026-08-31,0.37,6.0,0.84,0.0,1,True,0.0,NÖTR REJİM,0.0
YIGIT,21.8,22.88,23.0,21.76,3668422.0,-5.217391304347823,79971599.60000001,1.049048439787157,1.0,6.445312500000001,-12.308930008045047,5.6985294117646985,2026-08-31,0.11,0.6,1.0,0.0,0,False,0.0,NÖTR REJİM,0.0
EGEEN,5090.0,5150.0,5200.0,5075.0,15673.0,-1.117047110247693,79775570.0,1.5926874377578601,1.0,-2.3501199040767387,-12.917023096663815,2.4630541871921183,2026-08-31,1.3,6.0,0.26,0.0,1,False,0.0,NÖTR REJİM,0.0
BINBN,175.6,190.9,191.0,174.6,452656.0,-3.250688705234163,79486393.6,1.1596100851564959,1.0,-0.9029345372460466,-1.7347509792949045,9.39289805269187,2026-08-31,0.35,6.0,0.69,0.0,1,True,0.0,NÖTR REJİM,0.0
BOBET,20.2,20.7,21.1,20.02,4059726.0,-1.9417475728155442,82006465.2,0.4554883208670893,1.0,10.928061504667754,6.878306878306882,5.394605394605404,2026-08-31,-1.2,0.2,0.43,0.0,0,True,0.0,NÖTR REJİM,0.0
GMTAS,44.04,44.5,44.8,43.46,1798035.0,-2.4368630926008006,79185461.39999999,0.49080036106699015,1.0,-6.297872340425534,-10.23236852833266,3.8656235618959958,2026-08-31,-1.12,0.85,0.54,0.0,0,False,0.0,NÖTR REJİM,0.0
BNTAS,6.4,6.44,6.68,6.3,12349583.0,0.0,79037331.2,3.2954915406278773,1.0,5.436573311367382,-8.045977011494246,6.03174603174603,2026-08-31,5.05,-1.55,0.0,0.0,1,True,0.0,NÖTR REJİM,0.0
KAREL,8.57,8.91,8.94,8.56,8912040.0,-3.815937149270481,76376182.8,0.7532633687335084,1.0,-4.031354983202681,-34.32950191570882,4.439252336448586,2026-08-31,-0.54,-1.55,0.81,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
LILAK,29.08,30.02,30.12,28.88,2627327.0,-3.3887043189368873,76402669.16,0.9654927265957604,1.0,3.7089871611982854,-18.17670230725943,4.293628808864273,2026-08-31,-0.08,0.6,0.73,0.0,0,False,0.0,NÖTR REJİM,0.0
AYCES,449.5,475.75,486.0,443.0,155767.0,-5.517603783499737,70017266.5,1.366884379028359,1.0,-3.38527673293928,-12.03522504892368,9.706546275395034,2026-08-31,0.81,6.0,1.16,0.0,1,False,0.0,NÖTR REJİM,0.0
INDES,11.83,11.94,12.07,11.73,5874640.0,-1.416666666666666,69496991.2,0.5723759579688369,1.0,19.979716024340778,-4.0551500405515,2.89855072463768,2026-08-31,-0.94,-1.65,0.37,0.0,0,True,0.0,NÖTR REJİM,0.0
SANFM,10.43,11.54,11.54,10.39,6638810.0,-9.61871750433275,69242788.3,1.0300196404410225,1.0,16.146993318485517,20.997679814385158,11.068334937439833,2026-08-31,0.07,0.37,1.74,0.0,1,True,0.0,NÖTR REJİM,0.0
LOGO,134.5,136.3,136.3,132.9,565368.0,-1.3206162876008887,76041996.0,1.1358694483850176,1.0,1.0518407212622132,-17.535254445125688,2.558314522197145,2026-08-31,0.3,6.0,0.32,0.0,1,False,0.0,NÖTR REJİM,0.0
SMRVA,11.21,11.64,11.65,11.1,6138581.0,-3.6941580756013717,68813493.01,0.5430312219415072,1.0,-1.4072119613016567,-32.71308523409363,4.954954954954961,2026-08-31,-1.01,-1.12,0.86,0.0,0,False,0.0,🪤 DÜŞEN BIÇAK TUZAĞI,0.0
INVES,790.0,820.0,833.5,771.0,84308.0,-3.6585365853658534,66603320.0,0.7823616914855017,1.0,13.587347232207046,25.796178343949045,8.106355382619974,2026-08-31,-0.48,6.0,0.88,0.0,1,True,0.0,NÖTR REJİM,0.0
HOROZ,58.9,61.0,61.2,58.25,1124897.0,-3.284072249589491,66256433.3,0.39616708991164457,1.0,6.993642143505906,-18.421052631578952,5.064377682403438,2026-08-31,-1.33,4.88,0.81,0.0,1,False,0.0,NÖTR REJİM,0.0
SNGYO,3.43,3.62,3.62,3.41,19350825.0,-5.248618784530385,66373329.75,1.1321845522092957,1.0,11.003236245954703,-4.7222222222222205,6.158357771260996,2026-08-31,0.29,-1.98,1.17,0.0,0,True,0.0,NÖTR REJİM,0.0
ALFAS,40.98,41.72,42.32,40.5,1612664.0,-1.7737296260786244,66086970.71999999,0.626127861914118,1.0,-1.2530120481927787,-22.239089184060735,4.493827160493828,2026-08-31,-0.82,2.05,0.48,0.0,1,False,0.0,NÖTR REJİM,0.0
MTRKS,32.24,33.06,33.2,30.38,2032499.0,-2.4803387779794317,65527767.760000005,1.0621518805297248,1.0,21.752265861027194,19.407407407407415,9.28242264647796,2026-08-31,0.14,4.55,0.64,0.7,1,True,0.0,NÖTR REJİM,0.0
VAKFN,1.18,1.19,1.2,1.16,54827890.0,-1.6666666666666683,64696910.199999996,1.375131147238944,1.0,-2.479338842975209,-16.21299613542386,3.448275862068969,2026-08-31,0.83,-2.0,0.46,0.0,0,False,0.0,NÖTR REJİM,0.0
BMSTL,43.52,43.92,44.24,43.32,1480095.0,-0.9558488848429555,64413734.400000006,0.5405046835741751,1.0,1.2563983248022483,5.503030303030311,2.1237303785780277,2026-08-31,-1.01,-0.2,0.28,0.0,0,True,0.0,NÖTR REJİM,0.0
